company_name,attack,year_attack,Size_of_Group_Composition,BvD_independent_indicator,Number_of_shareholders,Number_of_effective_beneficiaries_def_10_10,Number_of_effective_beneficiaries_def_10_50,Number_of_effective_beneficiaries_def_25_25,Number_of_leaders,Number_of_current_leaders,Number_of_Previous_Leader,DM_As_any_category,Manager_Gender,Manager_Age,Manager_Age_group,Director_Also_shareholder,Manager_Number_of_companies_in_which_a_function_is_held,diffmoy_Price_earnings_per_share_average,diffmoy_Average_share_return,diffmoy_Capitalization_Equity,diffmoy_Capitalization_Total_balance_sheet_Tobins_Q,diffmoy_Equity_per_share_EUR,diffmoy_Bankruptcy_probability,diffmoy_Debt_coefficient,diffmoy_Solvency,diffmoy_Returns_invested_capital,diffmoy_Returns_net_equity,diffmoy_ROA_from_profit_before_taxes,diffmoy_ROCE_from_net_income1,diffmoy_R&D_expenditure_Operating_income,diffmoy_Performance
EUROGERM,0,,20,D,7,3,3,1,28,17,15,Non,H,60,56 - 65,Oui,13,-9.259984234,-5.881752252,-0.583606707,0.024112462,-99.15942759,-1.773921201,2.805970149,1.833688699,23.11487368,24.95731974,13.25839098,18.54176012,-1.565997054,3.621909605
EUROLAND CORPORATE,0,,0,B+,5,1,1,1,12,8,7,Non,H,60,56 - 65,Oui,2,1.178015766,,-2.307606707,-0.854887538,-108.4234276,0.226078799,,,,7.508319737,2.836390977,,-2.130997054,-3.358090395
EUROMEDIS GROUPE,0,,5,D,12,4,4,3,15,9,10,Non,H,42,36 - 45,Oui,4,-8.438984234,-6.176752252,-2.627606707,-1.291887538,-99.20842759,-0.773921201,1.805970149,-0.166311301,11.48187368,9.994319737,3.687390977,12.44776012,-2.130997054,-3.214090395
EUROPACORP,0,,25,A+,17,1,1,0,31,16,17,Oui,H,61,56 - 65,Oui,12,,,-1.647606707,-1.373887538,-106.4854276,1.226078799,-3.194029851,-4.166311301,-93.50812632,-139.3956803,-19.38360902,-75.26923988,-2.130997054,-97.1130904
EUROPCAR MOBILITY GROUP,0,,1273,B+,58,3,0,0,39,27,20,Oui,H,73,66 - 75,Non,4,-16.59498423,,-1.054606707,-1.298887538,-104.4384276,1.226078799,-3.194029851,-4.166311301,20.74587368,28.55531974,4.853390977,20.88276012,-2.130997054,1.826909605
EUROPE ENVIRONNEMENT S.A.,0,,82,D,2,3,2,1,40,11,30,Oui,H,48,46 - 55,Non,3,,,,,,3.226078799,-3.194029851,-4.166311301,,,,,,
EUROPEAN CARGO SERVICES,0,,64,D,3,0,0,0,17,15,4,Non,H,56,56 - 65,Non,27,,,,,,0.226078799,1.805970149,4.833688699,,,,,,
EUROPLASMA,0,,12,A+,3,0,0,0,32,16,20,Non,H,50,46 - 55,Non,6,,,-9.576606707,-1.078887538,-175.1634276,5.226078799,-3.194029851,-4.166311301,-196.2961263,,-38.49060902,-197.1332399,-2.130997054,
EUROSIC S.A.,0,,89,D,1,0,0,0,50,7,45,Non,,53,46 - 55,Non,36,,,,,,-1.773921201,,,,19.77431974,7.992390977,,,81.8409096
EUTELSAT COMMUNICATIONS,0,,84,A+,100,0,0,0,39,24,22,Oui,H,61,56 - 65,Non,12,-12.37698423,-2.957752252,-1.794606707,-1.158887538,-97.09142759,2.226078799,-3.194029851,-0.166311301,16.51087368,26.67831974,8.048390977,15.01276012,-1.260997054,32.0609096
EVERSET,0,,0,B+,4,2,2,2,7,4,4,Non,H,61,56 - 65,Oui,4,,,-3.025606707,-1.401887538,-108.1994276,,3.805970149,5.833688699,,-6.204680263,-9.739609023,,-2.130997054,-86.6950904
EVOLIS,0,,10,D,17,4,4,0,23,17,11,Non,H,57,56 - 65,Oui,11,-7.803984234,,-0.024606707,1.085112462,-96.53842759,-1.773921201,3.805970149,3.833688699,28.18887368,28.22331974,20.19639098,22.51276012,-2.130997054,13.4829096
EXACOMPTA CLAIREFONTAINE,0,,57,D,4,1,1,1,28,22,9,Non,H,85,> 75,Non,15,-19.74798423,-4.911752252,-2.898606707,-1.400887538,233.5565724,-0.773921201,2.805970149,2.833688699,11.10687368,9.653319737,3.817390977,12.42476012,-2.130997054,-2.455090395
EXEL INDUSTRIES,0,,116,D,14,2,2,2,27,25,7,Non,H,77,> 75,Non,27,-15.02098423,-5.893752252,-1.681606707,-0.934887538,-64.78142759,-1.773921201,-0.194029851,-0.166311301,18.33587368,21.98531974,8.522390977,16.26176012,-2.130997054,1.452909605
F. MARC DE LACHARRIERE,0,,166,D,2,1,1,1,28,19,16,Oui,H,79,> 75,Non,189,,,,,,-1.773921201,2.805970149,1.833688699,6.275873684,3.963319737,0.370390977,11.39376012,-2.130997054,-15.7080904
FAIVELEY TRANSPORT,0,,407,D,5,33,1,1,40,13,34,Non,H,69,66 - 75,Non,275,,,,,,-0.773921201,-3.194029851,-4.166311301,,,,,,
FASHION B AIR,0,,2,A-,3,3,3,0,7,6,3,Non,H,50,46 - 55,Oui,2,,,-2.666606707,-1.204887538,-107.5934276,1.226078799,3.805970149,0.833688699,8.408873684,5.784319737,1.489390977,9.70976012,-2.130997054,-5.175090395
FAURECIA,0,,693,D,56,4,1,0,65,56,28,Oui,H,69,66 - 75,Non,10,-20.87898423,-4.743752252,-1.632606707,-1.122887538,-85.96842759,-1.773921201,-3.194029851,-3.166311301,24.17987368,28.34631974,8.373390977,24.23776012,-1.891997054,-0.990090395
FAURECIA AUTOMOTIVE HOLDINGS,0,,693,D,2,4,1,0,11,7,6,Oui,H,61,56 - 65,Non,9,,,,,,-0.773921201,3.805970149,-3.166311301,,,,,,
FAYENCERI SARREGUEMIN DIGOIN VITRY FRANC,0,,3,D,1,1,1,1,13,13,4,Non,F,78,> 75,Non,1,,,-2.195606707,-0.633887538,-73.54542759,0.226078799,3.805970149,5.833688699,,-2.111680263,-5.900609023,,-2.130997054,
FD,0,,0,D,5,2,2,2,4,3,2,Non,H,47,46 - 55,Oui,5,,,56.16439329,6.729112462,-108.7504276,5.226078799,-3.194029851,-3.166311301,-18.59812632,-39.90768026,-4.740609023,-6.43423988,-2.130997054,-9.550090395
FERMENTALG,0,,0,A+,35,0,0,0,32,19,14,Oui,H,60,56 - 65,Oui,3,,,-2.248606707,-0.815887538,-105.8144276,0.226078799,3.805970149,4.833688699,-11.14912632,-14.39668026,-14.56160902,-9.98823988,,
FERMIERE DU CASINO MUNICIPAL CANNES,0,,8,D,4,2,2,1,49,34,19,Oui,H,76,> 75,Non,7,-13.23698423,,-2.314606707,-1.020887538,1182.878572,-1.773921201,0.805970149,2.833688699,15.02187368,16.97331974,8.541390977,13.38676012,-2.130997054,15.8359096
FFP,0,,13,D,16,3,2,2,38,34,16,Oui,H,70,66 - 75,Non,18,-17.69898423,-4.574752252,-2.653606707,-1.119887538,13.57057241,-0.773921201,3.805970149,5.833688699,12.06687368,11.58131974,6.210390977,12.88076012,-2.130997054,
FIBERTEX NONWOVENS,0,,103,D,2,9,0,5,20,11,14,Non,H,53,46 - 55,Non,2,,,,,,-1.773921201,3.805970149,4.833688699,,,,,,
FICHET-BAUCHE SA,0,,44,D,1,7,7,7,32,14,21,Non,H,42,36 - 45,Non,5,,,,,,0.226078799,-1.194029851,-1.166311301,,,,,,
FIDUCIAL OFFICE SOLUTIONS,0,,10,D,2,1,1,1,10,6,6,Non,H,70,66 - 75,Non,11,1.592015766,,-2.438606707,-1.111887538,-74.68442759,-2.773921201,1.805970149,-2.166311301,10.13987368,8.920319737,3.437390977,11.36276012,-2.130997054,-3.615090395
FIDUCIAL REAL ESTATE,0,,110,D,3,1,1,1,9,5,5,Non,H,74,66 - 75,Non,13,-15.30698423,-7.048752252,-2.272606707,-1.168887538,12.62257241,-1.773921201,2.805970149,1.833688699,13.77287368,14.31131974,5.395390977,15.05576012,-2.130997054,28.2979096
FIGEAC AERO,0,,29,C+,17,2,2,2,26,15,15,Non,H,63,56 - 65,Oui,19,-8.436984234,,-0.138606707,-0.564887538,-102.1924276,-1.773921201,-2.194029851,-0.166311301,17.81687368,25.10331974,8.078390977,17.32376012,-2.130997054,7.520909605
FILAE,0,,3,B+,9,1,1,0,19,10,15,Oui,H,44,36 - 45,Oui,2,,,-2.339606707,-0.956887538,-103.3104276,5.226078799,0.805970149,0.833688699,0.625873684,-1.886680263,-4.017609023,4.10276012,-2.130997054,-39.7750904
FINANCIERE BRAME,0,,14,D,3,0,0,0,25,1,24,Non,H,50,46 - 55,Non,5,,,,,,,,,,,,,,
FINANCIERE DE L'ODET SE,0,,1999,D,9,1,1,1,37,31,17,Oui,H,68,66 - 75,Oui,26,-6.033984234,-7.423752252,-2.668606707,-1.375887538,1142.269572,-1.773921201,-1.194029851,-1.166311301,16.68587368,15.87531974,5.596390977,13.78476012,-2.130997054,3.117909605
FINANCIERE HOCHE BAINS-LES-BAINS,0,,0,A-,1,0,0,0,10,5,5,Non,H,86,> 75,Non,1,,,-2.261606707,-0.636887538,-100.2184276,-1.773921201,,,21.31587368,18.80331974,14.22839098,22.61676012,,
FINANCIERE IMMOBILIERE ETANG BERRE MEDIT,0,,2,B+,5,2,2,2,9,8,6,Non,F,64,56 - 65,Non,1,,,-1.125606707,0.306112462,-106.0554276,-0.773921201,3.805970149,5.833688699,0.436873684,-1.798680263,-5.421609023,1.73776012,-2.130997054,-18.5860904
FINANCIERE MARJOS,0,,15,D,7,4,4,1,13,9,12,Oui,H,70,66 - 75,Non,15,,,,,,,-1.194029851,-2.166311301,,,2.950390977,,-2.130997054,9.064909605
FINANCIERE MONCEY,0,,1999,C+,7,1,1,1,34,25,10,Oui,H,51,46 - 55,Non,134,200.9510158,,-2.434606707,-0.795887538,5948.336572,-2.773921201,,,,6.513319737,2.118390977,,,
FINANCIERE POLIET SA,0,,0,U,0,0,0,0,5,5,0,Oui,H,79,> 75,Non,6,,,,,,,,,,,,,,
FINATECH ENTREPRISES,0,,3,C+,3,2,2,1,5,5,1,Non,H,60,56 - 65,Oui,10,,,,,,5.226078799,2.805970149,4.833688699,,,,,,
FINATIS,0,,1590,D,4,1,1,1,33,28,7,Oui,H,58,56 - 65,Non,9,-27.36498423,-3.423752252,-3.220606707,-1.598887538,2088.138572,-2.773921201,-3.194029851,-4.166311301,18.59587368,23.25731974,6.572390977,13.98876012,-2.130997054,0.091909605
FINAXO ENVIRONNEMENT,0,,7,A-,3,1,1,0,13,10,6,Non,H,72,66 - 75,Oui,9,,,-12.34960671,2.488112462,-109.3344276,5.226078799,-3.194029851,-4.166311301,,,-32.18760902,,-2.130997054,-52.0630904
FIPP,0,,17,B+,5,1,1,1,10,6,6,Oui,H,71,66 - 75,Oui,22,-21.89298423,,-2.985606707,-1.449887538,-108.2214276,-0.773921201,1.805970149,2.833688699,10.30287368,8.979319737,3.434390977,12.27576012,-2.130997054,81.7579096
FLAMMARION SA,0,,84,D,2,3,3,3,33,12,25,Oui,F,47,46 - 55,Non,3,,,,,,-0.773921201,1.805970149,0.833688699,,,,,,
FLEURY MICHON,0,,23,B+,20,2,2,1,41,21,29,Non,H,55,46 - 55,Non,2,-12.31598423,-5.644752252,-1.969606707,-1.145887538,-58.31042759,-1.773921201,-1.194029851,-0.166311301,13.80187368,15.52531974,5.104390977,14.00176012,-2.130997054,-1.899090395
FLIP TECHNOLOGY,0,,3,D,1,1,1,1,12,5,8,Non,H,59,56 - 65,Oui,6,,,,,,,1.805970149,1.833688699,,,,,,
FLOREANE MEDICAL IMPLANTS,0,,867,D,2,0,0,0,21,6,16,Oui,H,47,46 - 55,Non,4,,,,,,-1.773921201,3.805970149,0.833688699,,,,,,
FLORNOY MIDCAP EUROPE,0,,0,U,3,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
FNAC DARTY,0,,78,A+,45,5,1,0,49,32,22,Oui,H,57,56 - 65,Non,18,766.4650158,,-1.644606707,-1.273887538,-68.66842759,-2.773921201,-3.194029851,-4.166311301,11.46987368,8.597319737,2.230390977,11.80576012,-2.130997054,-4.252090395
FOCUS HOME INTERACTIVE,0,,4,B+,26,2,2,2,11,9,7,Non,H,67,66 - 75,Non,1,-7.791984234,,1.901393293,0.799112462,-103.2504276,-1.773921201,1.805970149,1.833688699,39.08387368,39.74531974,17.43339098,29.80576012,-2.130997054,7.057909605
FONCIA GROUPE SA,0,,705,B-,2,0,0,0,55,9,47,Non,,53,46 - 55,Non,2,,,,,,-0.773921201,,,,,,,,
FONCIERE 7 INVESTISSEMENT,0,,,D,2,2,1,1,15,10,10,Non,H,67,66 - 75,Non,9,-17.44698423,,-0.819606707,0.472112462,-108.3944276,-2.773921201,3.805970149,5.833688699,43.36087368,46.08231974,35.97039098,44.66176012,,
FONCIERE ATLAND,0,,54,C+,13,6,3,1,22,19,10,Non,H,56,56 - 65,Oui,23,-22.66198423,-5.030752252,-2.191606707,-1.159887538,-26.23642759,0.226078799,1.805970149,0.833688699,21.41087368,27.53131974,10.77939098,21.62476012,-2.130997054,54.8679096
FONCIERE DE PARIS SIIC,0,,89,D,1,0,0,0,47,14,43,Non,,53,46 - 55,Non,9,,,,,,-1.773921201,,,,,,,,
FONCIERE DEVELOPPEMENT LOGEMENTS,0,,548,D,1,6,0,1,28,5,28,Non,H,54,46 - 55,Non,7,,,,,,-1.773921201,3.805970149,4.833688699,8.891873684,6.519319737,2.013390977,10.17676012,-2.130997054,4.752909605
FONCIERE EURIS,0,,1590,D,4,1,1,1,13,9,8,Oui,H,58,56 - 65,Non,8,-27.21298423,,-3.212606707,-1.595887538,1142.378572,-2.773921201,-3.194029851,-4.166311301,18.60187368,23.22131974,6.587390977,14.13276012,-2.130997054,0.111909605
FONCIERE INEA,0,,4,A+,30,3,3,0,48,17,36,Non,H,61,56 - 65,Non,14,-6.130984234,-3.165752252,-2.355606707,-1.141887538,-66.04642759,-1.773921201,2.805970149,2.833688699,10.82887368,10.18631974,3.841390977,12.11676012,-2.130997054,27.7619096
FONCIERE MASSENA,0,,548,D,3,0,0,0,18,5,16,Oui,F,65,56 - 65,Non,15,,,,,,-1.773921201,2.805970149,3.833688699,,,,,,
FONCIERE PARIS NORD,0,,4,B+,9,3,3,2,13,6,10,Non,H,67,66 - 75,Non,9,,,-2.164606707,-1.533887538,-108.8034276,1.226078799,-3.194029851,-2.166311301,-86.31312632,-167.5926803,-9.767609023,-85.01223988,-2.130997054,
FONCIERE VINDI,0,,33,D,8,2,2,2,6,3,3,Non,F,49,46 - 55,Non,4,-27.01598423,,-2.878606707,-1.396887538,-107.5264276,-0.773921201,2.805970149,2.833688699,,30.76031974,15.76839098,,,94.2209096
FONCIERE VOLTA,0,,33,B+,8,4,3,2,23,13,15,Oui,H,57,56 - 65,Non,67,-10.80998423,,-2.676606707,-1.367887538,-101.9804276,1.226078799,-1.194029851,0.833688699,7.957873684,4.193319737,0.913390977,11.83976012,-2.130997054,-20.8950904
FORACO INTERNATIONAL,0,,38,B+,7,3,3,3,17,17,1,Non,H,62,56 - 65,Oui,26,,,-2.906606707,-1.470887538,-107.8759946,3.226078799,-3.194029851,-4.166311301,-3.769126316,-13.78368026,-6.189609023,-2.32723988,-2.130997054,-20.5240904
FORGES STEPHANOISES SA,0,,0,U,0,0,0,0,4,4,0,Non,H,85,> 75,Non,1,,,,,,,,,,,,,,
FOUNTAINE PAJOT,0,,6,D,24,3,3,3,27,22,12,Non,F,67,66 - 75,Oui,1,,,,,,-1.773921201,0.805970149,0.833688699,,,,,,
FPEE INDUSTRIES SA,0,,12,D,1,0,0,0,21,13,11,Non,F,48,46 - 55,Non,8,,,,,,,,,,,,,,
FRAIKIN SA,0,,38,D,2,0,0,0,23,7,16,Oui,H,65,56 - 65,Non,13,,,,,,-1.773921201,-3.194029851,-1.166311301,,,,,,
FRAMATOME GROUP,0,,0,U,0,0,0,0,1,1,0,Non,H,91,> 75,Non,1,,,,,,,,,,,,,,
FRANCE SOIR GROUPE,0,,2,B+,6,4,4,2,11,6,7,Non,H,55,46 - 55,Oui,40,,,45.17539329,28.97711246,-108.8354276,4.226078799,1.805970149,0.833688699,-52.30112632,-57.90668026,-38.71760902,-51.00023988,-2.130997054,
FRANCE TOURISME IMMOBILIER,0,,17,D,2,1,1,1,20,4,19,Non,H,47,46 - 55,Non,4,,,,,,1.226078799,-1.194029851,0.833688699,,,,,,
FRANCE TRESOR CAPITAL,0,,0,U,2,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
FREELANCE COM,0,,18,D,11,2,2,1,23,11,18,Non,H,52,46 - 55,Non,17,75.35201577,,-1.642606707,-1.206887538,-108.1224276,4.226078799,-3.194029851,-4.166311301,8.366873684,7.779319737,2.130390977,9.47676012,-2.130997054,-3.894090395
FREY,0,,49,B+,20,1,1,1,43,31,20,Oui,H,46,46 - 55,Non,22,-20.74998423,-4.947752252,-2.206606707,-1.187887538,-83.75142759,1.226078799,1.805970149,0.833688699,16.47587368,22.70431974,8.385390977,17.14476012,-2.130997054,
FRIGOSCANDIA DISTRIBUTION SA,0,,0,U,0,0,0,0,3,3,0,Oui,H,77,> 75,Non,1,,,,,,,,,,,,,,
FRUCTIFONDS VALEURS DU JAPON,0,,0,U,2,0,0,0,5,3,2,Oui,H,53,46 - 55,Non,15,,,,,,,,,,,,,,
FUTUREN S.A.,0,,1378,D,2,0,0,0,20,11,18,Non,F,53,46 - 55,Non,256,,,,,,-0.773921201,-3.194029851,-1.166311301,11.20287368,8.464319737,2.623390977,12.16476012,-2.130997054,2.465909605
GALEO CONCEPT,0,,0,D,4,2,2,2,9,5,6,Non,H,57,56 - 65,Oui,3,-8.469984234,,-1.528606707,-0.489887538,-106.1824276,,,,10.82387368,8.668319737,3.377390977,12.49376012,-2.130997054,-3.433090395
GALIMMO,0,,7,D,5,1,1,1,23,9,16,Non,H,56,56 - 65,Non,14,-14.43198423,-3.374752252,-1.869606707,-0.822887538,-92.69842759,-2.773921201,1.805970149,-0.166311301,10.50087368,11.13031974,4.571390977,14.56876012,-2.130997054,
GAMELOFT SE,1,2016,127,B-,1,1,1,0,39,26,14,Oui,H,58,56 - 65,Non,244,,,,,,3.226078799,,,,,,,,
GASCOGNE PAPER SA,0,,23,D,6,10,2,3,36,16,24,Non,H,69,66 - 75,Non,14,-19.73698423,,-2.633606707,-1.414887538,-103.9184276,0.226078799,-0.194029851,-0.166311301,13.05387368,13.76631974,4.106390977,14.17676012,-2.130997054,-2.845090395
GAUDRIOT SA,0,,0,U,0,0,0,0,17,17,4,Oui,H,66,66 - 75,Non,3,,,,,,,,,,,,,,
GAUMONT,0,,28,D,10,1,1,1,24,18,11,Oui,H,81,> 75,Non,6,-16.58798423,-5.546752252,-2.397606707,-1.211887538,-43.36042759,-0.773921201,-2.194029851,0.833688699,12.61587368,12.48631974,4.675390977,14.14076012,-2.130997054,3.290909605
GAUSSIN S A,0,,7,B+,11,0,0,0,11,8,5,Oui,H,53,46 - 55,Oui,7,,,-1.518606707,-1.343887538,-106.9854276,0.226078799,-3.194029851,-3.166311301,-48.53412632,-220.1316803,-32.51960902,-61.62223988,-2.130997054,
GAZTRANSPORT ET TECHNIGAZ,0,,3371,B+,67,0,0,0,50,33,39,Oui,H,62,56 - 65,Oui,9,,,,,,-2.773921201,3.805970149,3.833688699,,,,,,
GDSA,0,,101,D,8,6,6,6,16,4,13,Non,H,37,36 - 45,Oui,30,,,,,,-1.773921201,-0.194029851,-2.166311301,,,,,,
GEA GRENOBLOISE ELECTRONIQUE AUTOMATISME,0,,0,D,15,2,2,1,25,22,9,Non,F,79,> 75,Oui,1,-14.30298423,,-1.832606707,-0.556887538,-48.15942759,-1.773921201,3.805970149,4.833688699,19.90187368,19.00031974,11.28939098,17.88776012,-2.130997054,13.7599096
GECI INTERNATIONAL,0,,22,A+,5,1,1,0,18,15,7,Non,H,68,66 - 75,Oui,9,,,-7.961606707,-0.981887538,-108.9084276,4.226078799,-3.194029851,-4.166311301,-68.01112632,,-14.18960902,-63.38923988,-2.130997054,-28.6870904
GECIMED,0,,19,U,0,0,0,0,14,1,14,Non,,53,46 - 55,Non,112,,,,,,-1.773921201,2.805970149,2.833688699,,,,,,
GECINA,0,,89,A+,70,0,0,0,81,42,47,Non,H,65,56 - 65,Non,68,-17.75198423,-3.348752252,-2.237606707,-0.929887538,21.83957241,-0.773921201,3.805970149,4.833688699,15.70487368,15.56131974,8.061390977,16.97576012,-2.130997054,
GENERALI IARD SA,0,,862,D,2,1,0,0,23,8,18,Oui,H,75,66 - 75,Non,33,,,,,,-1.773921201,,,,12.38031974,2.711390977,,,-0.819090395
GENERIX GROUP,0,,18,B+,21,27,27,27,42,20,29,Non,F,53,46 - 55,Oui,1,226.7320158,,-2.006606707,-1.085887538,-107.0704276,1.226078799,-3.194029851,-4.166311301,10.21087368,8.983319737,2.921390977,9.73376012,8.386002946,-2.985090395
GENESYS SA,0,,2275,D,2,19,16,19,42,22,25,Non,H,45,36 - 45,Non,35,,,,,,-0.773921201,1.805970149,4.833688699,,,,,,
GENFIT,0,,3,A+,47,0,0,0,40,24,25,Non,H,65,56 - 65,Oui,4,,,1.342393293,2.335112462,-104.2584276,-0.773921201,3.805970149,5.833688699,-15.26112632,-17.44168026,-18.51860902,-13.98323988,53.09200295,
GENKYOTEX,0,,2,B+,20,4,4,0,41,15,28,Non,H,51,46 - 55,Non,5,,,-0.019606707,1.049112462,-100.9944276,2.226078799,3.805970149,3.833688699,-36.06212632,-40.49668026,-36.64360902,-42.43823988,,
GENOMIC VISION,0,,0,A+,11,0,0,0,42,33,17,Non,F,63,56 - 65,Non,5,,,-1.253606707,-0.093887538,-106.5894276,3.226078799,3.805970149,4.833688699,-76.30612632,-79.71968026,-63.44560902,-75.00523988,,
GENOWAY,0,,0,A+,10,4,4,0,25,17,18,Non,H,70,66 - 75,Non,2,-10.51098423,,-1.206606707,-0.689887538,-107.9614276,-1.773921201,3.805970149,0.833688699,19.55687368,16.66331974,6.459390977,21.36376012,-2.130997054,0.004909605
GENSET S.A.,0,,493,D,2,15,15,15,26,10,16,Non,H,47,46 - 55,Non,1,,,,,,-2.773921201,2.805970149,5.833688699,,,,,,
GENSIGHT BIOLOGICS,0,,2,A+,27,5,5,0,35,26,12,Non,H,65,56 - 65,Non,9,,,-0.423606707,0.935112462,-106.0924276,-1.773921201,3.805970149,5.833688699,-31.71112632,-35.28368026,-35.56260902,-30.41023988,,
GEODIS,0,,,D,2,0,0,0,71,33,46,Oui,H,57,56 - 65,Non,9,,,,,,-0.773921201,-1.194029851,1.833688699,,,,,,
GERARD PERRIER INDUSTRIE,0,,14,D,16,0,0,0,17,11,10,Non,F,53,46 - 55,Non,1,-14.44898423,-4.875752252,-0.895606707,-0.423887538,-91.76342759,-0.773921201,2.805970149,1.833688699,25.81987368,28.56531974,13.00839098,21.80976012,-2.130997054,4.955909605
GETLINK S E,0,,158,B+,44,15,1,0,36,30,18,Oui,H,67,66 - 75,Non,18,-1.049984234,-4.890752252,-0.500606707,-0.920887538,-105.5464276,-0.773921201,-3.194029851,-0.166311301,13.38387368,18.99931974,4.932390977,14.21276012,-2.130997054,13.5019096
GETRONICS DECAN,0,,0,U,0,0,0,0,2,2,0,Non,,53,46 - 55,Non,1,,,,,,,,,,,,,,
GEVELOT SA,0,,31,B+,10,2,2,2,14,11,5,Non,H,39,36 - 45,Non,14,-20.02198423,-6.258752252,-2.593606707,-1.236887538,114.2925724,-1.773921201,3.805970149,2.833688699,14.16487368,13.63631974,5.979390977,15.30176012,-0.215997054,2.311909605
GFI INFORMATIQUE,0,,175,D,1,13,9,9,79,56,33,Non,H,61,56 - 65,Non,21,,,,,,0.226078799,-3.194029851,-4.166311301,19.01387368,21.68031974,6.940390977,16.97076012,-1.905997054,-0.119090395
GIFI,0,,365,D,4,2,2,1,25,12,17,Non,,53,46 - 55,Non,23,,,,,,-1.773921201,2.805970149,3.833688699,,,,,,
GIRAVIONS DORAND INDUSTRIES,0,,0,U,0,0,0,0,1,1,0,Non,H,79,> 75,Non,1,,,,,,,,,,,,,,
GL EVENTS,0,,170,D,32,4,1,1,45,36,16,Oui,H,62,56 - 65,Oui,29,-15.99498423,-3.513752252,-2.348606707,-1.358887538,-89.83742759,-1.773921201,-3.194029851,-4.166311301,16.45587368,19.58431974,5.415390977,14.69976012,-2.130997054,1.544909605
GLOBAL BIOENERGIES,0,,5,A+,12,1,0,0,27,18,14,Non,H,77,> 75,Non,1,,,5.235393293,1.481112462,-106.0254276,3.226078799,-1.194029851,-0.166311301,-61.18012632,-128.3916803,-47.24260902,-49.01523988,-2.130997054,
GLOBAL ECOPOWER,0,,12,A+,13,1,1,0,17,15,5,Oui,H,69,66 - 75,Oui,7,-18.64598423,,-1.217606707,-0.878887538,-107.4954276,2.226078799,2.805970149,-2.166311301,35.29387368,29.94531974,10.25139098,35.55476012,-2.130997054,4.810909605
GO SPORT SA,0,,0,U,0,0,0,0,4,3,2,Non,H,81,> 75,Non,1,,,,,,,,,,,,,,
GOLD BY GOLD,0,,2,D,2,1,1,1,7,7,0,Non,H,54,46 - 55,Oui,6,-3.523984234,,-2.417606707,-1.200887538,-107.0734276,0.226078799,1.805970149,1.833688699,11.67487368,11.53331974,4.368390977,11.78676012,-2.130997054,-4.289090395
GRAINES VOLTZ,0,,8,D,4,1,1,1,15,8,10,Non,H,56,56 - 65,Oui,5,-18.85098423,,-2.411606707,-1.189887538,-86.16042759,-1.773921201,0.805970149,1.833688699,19.45787368,20.64431974,8.974390977,16.65676012,-2.130997054,0.658909605
GRAND BAZAR DE LYON SA,0,,0,U,0,0,0,0,3,1,2,Non,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
GRANDE ARMEE INVESTISSEMENT G A I,0,,8,D,2,2,2,1,12,9,6,Non,H,64,56 - 65,Oui,22,-10.27898423,,-2.728606707,-1.098887538,126.2355724,,,,8.012873684,6.844319737,2.437390977,9.91076012,-2.130997054,46.8949096
GRANDE PAROISSE S.A.,0,,1840,D,2,5,5,5,66,52,21,Non,H,48,46 - 55,Non,5,,,,,,-0.773921201,-3.194029851,-4.166311301,,,,,,
GRANDS VINS JEAN-CLAUDE BOISSET SA,0,,0,D,2,3,3,3,23,9,16,Non,,53,46 - 55,Non,7,,,,,,-0.773921201,-0.194029851,-2.166311301,,,,,,
GRAVOTECH MARKING,0,,63,D,2,0,0,0,16,5,12,Non,H,63,56 - 65,Non,11,,,,,,-0.773921201,0.805970149,0.833688699,,,,,,
GREVIN ET COMPAGNIE,0,,87,D,1,0,0,0,47,31,18,Oui,H,64,56 - 65,Non,64,,,,,,-1.773921201,1.805970149,1.833688699,,,,,,
GROUPE ACIAL,0,,41,D,2,0,0,0,32,10,25,Non,,53,46 - 55,Non,5,,,,,,-1.773921201,3.805970149,1.833688699,,,,,,
GROUPE ACTIPLAY,0,,3,B+,12,16,6,1,23,16,16,Non,H,46,46 - 55,Non,6,,,-2.638606707,-1.252887538,-103.8184276,5.226078799,-3.194029851,-4.166311301,5.472873684,2.985319737,-0.103609023,7.00876012,-2.130997054,-8.482090395
GROUPE ADOLPHE LAFONT SA,0,,14,D,1,3,1,2,24,13,17,Non,,53,46 - 55,Non,8,,,,,,1.226078799,-0.194029851,0.833688699,,,,,,
GROUPE AG3I,0,,2,D,1,1,1,1,5,3,2,Non,H,50,46 - 55,Oui,3,,,,,,0.226078799,-2.194029851,0.833688699,14.55587368,9.549319737,3.029390977,15.85676012,-2.130997054,4.025909605
GROUPE ALBERT SA,0,,22,D,2,2,2,2,9,5,5,Non,H,78,> 75,Oui,45,,,,,,,,,,,,,,
GROUPE CARNIVOR,0,,28,D,3,5,5,1,16,12,7,Non,H,73,66 - 75,Non,2,-21.29598423,,-1.028606707,-0.526887538,-102.2954276,3.226078799,-1.194029851,1.833688699,16.45187368,23.13031974,10.00039098,17.75276012,-2.130997054,46.6449096
